vrai_hop;rdrg;N;moy_gemid
0;001;243;1201.34
0;002;195;3282.25
0;003;914;77.66
0;004;1151;2618.21
0;005;779;322.96
0;006;11;111.93
0;020;798;405.72
0;021;3725;912.11
0;022;956;1419.53
0;023;1720;1720.77
0;024;4646;1450.94
0;026;3411;1878.15
0;040;429;39.4
0;041;2822;11.12
0;042;11638;8.07
0;043;2815;3.27
0;044;3147;26.97
0;045;15128;7.54
0;046;1091;19.67
0;047;6986;3.93
0;048;3897;7.44
0;049;697;5.25
0;050;710;6.68
0;051;1295;0.03
0;052;2702;4.18
0;053;14678;2.71
0;054;5616;0.48
0;055;2669;6.13
0;056;794;3.91
0;057;8811;0.7
0;058;15311;22.02
0;070;559;180.94
0;073;11642;243.07
0;080;672;6.86
0;082;2749;6.67
0;089;1638;620.21
0;090;252;553.15
0;091;573;5865.92
0;092;3233;301.44
0;093;6753;78.53
0;095;812;18.92
0;097;7819;3.19
0;098;14296;48.79
0;110;1828;56.8
0;111;4866;1.03
0;113;15354;1.17
0;114;4192;10.99
0;115;43026;0.71
0;120;2316;435.88
0;121;4214;290.61
0;130;1680;49.89
0;131;787;22.4
0;132;98;1.1
0;133;1383;17.32
0;134;5089;7.34
0;135;2570;16.91
0;136;8038;38.38
0;137;7053;13.39
0;138;11437;0.29
0;139;33476;5.28
0;140;27915;4.26
0;141;5580;1.67
0;142;1727;11.4
0;143;5996;36.45
0;144;26303;3.14
0;160;116;2511.02
0;161;1625;14637.03
0;162;888;4526.78
0;163;3780;4281.15
0;165;1966;1788.52
0;166;3389;1445.24
0;167;760;2789.11
0;169;2636;1437.68
0;170;403;4590.36
0;171;7306;4718.53
0;173;20874;1442.73
0;174;7421;1821.32
0;175;21675;2126.47
0;176;2707;4798.17
0;177;884;1557.39
0;180;4445;51.17
0;190;8154;57.9
0;191;12292;126.06
0;192;20971;66.42
0;193;188;13.58
0;194;21114;13.85
0;196;982;48.74
0;197;6332;65
0;198;5998;27.06
0;199;2653;5.71
0;200;1300;36.4
0;201;19990;48.69
0;203;5409;1.05
0;204;9330;4.24
0;205;267;4.07
0;206;956;87.41
0;207;5130;38.05
0;220;3353;605.86
0;221;15500;822.2
0;222;2235;255.4
0;223;2830;252.51
0;224;1560;129.92
0;225;13191;132.32
0;226;8088;106.77
0;227;6277;427.94
0;228;17953;405.57
0;229;2314;278.35
0;240;6551;162.84
0;241;8762;18.14
0;242;921;54.99
0;243;8303;39.63
0;244;9206;5.85
0;245;2894;8.88
0;246;1697;12.13
0;247;8321;22.11
0;248;4774;7.41
0;249;27337;2.39
0;251;6438;4.04
0;252;1668;130.03
0;253;2445;28.99
0;254;21700;18.71
0;260;2137;615.04
0;261;600;398.81
0;262;992;190.7
0;263;18572;223.48
0;264;972;319.61
0;279;1593;61.49
0;280;3662;40.26
0;281;4519;252.33
0;282;6399;74.76
0;283;3109;53.35
0;284;10430;193.77
0;301;26169;1653.86
0;302;21037;2722.29
0;303;290;6138.06
0;304;9052;2981.46
0;305;968;255.86
0;308;10318;767.59
0;309;2607;351.11
0;310;18481;260.7
0;312;316;100.05
0;313;22110;327.2
0;314;15399;250.68
0;315;34769;466.63
0;316;5869;141.77
0;317;6882;50.14
0;320;8139;249.83
0;321;6985;1386.76
0;340;1384;42.48
0;341;3579;3.09
0;342;8418;9.87
0;343;2084;22.01
0;344;1210;5.25
0;346;3454;10.33
0;347;20892;10.74
0;349;2004;12.05
0;351;12221;17.69
0;361;3371;39.68
0;362;6101;119.2
0;363;13204;64.86
0;364;8821;130.75
0;380;2296;10.8
0;381;1281;4.87
0;382;1100;59.81
0;383;10542;2.38
0;384;8056;3.25
0;385;4715;4.06
0;401;565;178.86
0;403;11327;1105.03
0;404;7227;273.6
0;405;629;484.29
0;420;11799;3.99
0;421;5734;10.37
0;422;4219;7.59
0;423;485;12.62
0;424;3159;5.68
0;425;4360;7.21
0;440;478;109.66
0;441;1072;509.8
0;442;1897;331.62
0;443;2921;215.83
0;444;1783;137.9
0;445;1872;502.63
0;446;16691;84.39
0;447;1290;786.75
0;460;4488;39.59
0;461;1273;35.04
0;462;829;13.72
0;463;18402;5.87
0;465;11566;48.42
0;466;2767;40
0;468;10619;26.92
0;480;4253;575.49
0;481;1223;367.64
0;482;7814;32.88
0;483;2873;38.05
0;484;1624;42.69
0;500;915;20.96
0;501;4070;5.47
0;510;1988;393.87
0;511;501;379.25
0;512;839;242.4
0;513;14982;164.67
0;514;8361;398.27
0;517;694;35.41
0;518;2616;98.34
0;519;5096;161.37
0;530;1102;52.92
0;531;1102;3.33
0;532;2451;27.16
0;540;24357;1.81
0;541;425;8.74
0;542;352;7.31
0;544;2108;5.98
0;545;1347;154.5
0;546;516;26.8
0;560;94566;0.19
0;561;1673;4.74
0;563;6189;0.05
0;564;1119;0.93
0;565;872;0
0;566;11543;1.3
0;580;184;4.96
0;581;15;0
0;583;10;2943.25
0;588;60;634.98
0;589;14;19.68
0;591;72;51.29
0;593;162;53.23
0;602;171;48.84
0;603;49;35.41
0;607;247;41.02
0;608;124;20.21
0;609;80;721.74
0;611;148;24.4
0;612;239;43.58
0;613;43;24.24
0;614;403;12.35
0;621;96;17.37
0;622;181;34.42
0;623;39;3.71
0;625;129;4.55
0;626;263;4.64
0;630;91;1328.4
0;631;128;395.33
0;633;291;13.82
0;634;273;24.32
0;636;136;4.92
0;639;367;10.13
0;640;868;1.37
0;650;282;423.21
0;651;690;93.54
0;660;3841;7.46
0;661;1047;4.59
0;662;603;2.59
0;663;9831;16.81
0;680;831;515.61
0;681;2729;110.34
0;690;1087;47.91
0;691;2833;42.17
0;692;990;22.92
0;693;28081;34.17
0;694;2300;40.09
0;710;1229;445.44
0;711;1497;168.26
0;720;8692;33.63
0;721;3935;28.69
0;722;3416;3.21
0;723;7512;0.77
0;724;2875;4.05
0;740;301;735.69
0;750;411;1.4
0;751;3558;1.55
0;752;450;0.67
0;753;695;0.88
0;754;3999;1.78
0;755;1509;0.7
0;756;2607;1.04
0;757;4499;2.74
0;758;657;1.26
0;759;323;5.45
0;760;3997;0.76
0;770;711;0.6
0;772;1418;4.99
0;773;393;2.38
0;774;182;0.28
0;775;8440;2.48
0;776;1189;1.27
0;791;4267;491.28
0;811;1102;7.67
0;812;9862;3.74
0;813;5260;95.33
0;815;2638;3.93
0;816;2268;1.06
0;841;20;46.16
0;842;159;21.44
0;843;124;7.66
0;844;725;7.3
0;850;4129;1101.41
0;860;3088;12.94
0;861;39164;5.53
0;862;11454;41.43
0;863;902;0.18
0;890;137;71.7
0;892;252;19.06
0;893;43;21.43
0;894;371;23.73
0;910;167;990.67
0;911;160;1084.91
0;912;855;1411.43
0;930;880;32.9
0;950;2922;1131.07
0;951;4292;644.02
0;952;4254;372.73
0;955;41;0
0;956;243;109.07
